114	1625867048049085664.wav	Boyangeli ya kala ya ba conservateur eboyi kondima Kyoto, elobi ete ekobebisa nkita po yango esimbami mingimingi na koteka charbon, kasi mikili neti Inde na Chine endimaki te makama ya kobebisa mokili.	boyangeli ya kala ya ba conservateur eboyi kondima kyoto elobi ete ekobebisa nkita po yango esimbami mingimingi na koteka charbon kasi mikili neti inde na chine endimaki te makama ya kobebisa mokili	b o y a n g e l i | y a | k a l a | y a | b a | c o n s e r v a t e u r | e b o y i | k o n d i m a | k y o t o | e l o b i | e t e | e k o b e b i s a | n k i t a | p o | y a n g o | e s i m b a m i | m i n g i m i n g i | n a | k o t e k a | c h a r b o n | k a s i | m i k i l i | n e t i | i n d e | n a | c h i n e | e n d i m a k i | t e | m a k a m a | y a | k o b e b i s a | m o k i l i |	296640	FEMALE
257	7619709579170728976.wav	Alobai ete, "Aza na mayele moko te oyo emonisi ete bitumba ekozala kala te.	alobai ete aza na mayele moko te oyo emonisi ete bitumba ekozala kala te	a l o b a i | e t e | a z a | n a | m a y e l e | m o k o | t e | o y o | e m o n i s i | e t e | b i t u m b a | e k o z a l a | k a l a | t e |	138240	FEMALE
668	13270738253086210861.wav	Batike ebele oyo batekaka na internet na nzela ya basite internet eBay to Craigslist eza batike ya mikolo ebele oyo basalela mwa moke.	batike ebele oyo batekaka na internet na nzela ya basite internet ebay to craigslist eza batike ya mikolo ebele oyo basalela mwa moke	b a t i k e | e b e l e | o y o | b a t e k a k a | n a | i n t e r n e t | n a | n z e l a | y a | b a s i t e | i n t e r n e t | e b a y | t o | c r a i g s l i s t | e z a | b a t i k e | y a | m i k o l o | e b e l e | o y o | b a s a l e l a | m w a | m o k e |	306240	MALE
727	2371153839256754226.wav	Eza na malewa mingi zingazinga ya elanga, mpe na nsima ya midi mpe na bapokwa ezalaka na baconcert ya ofele oyo babetaka longwa na gazebo.	eza na malewa mingi zingazinga ya elanga mpe na nsima ya midi mpe na bapokwa ezalaka na baconcert ya ofele oyo babetaka longwa na gazebo	e z a | n a | m a l e w a | m i n g i | z i n g a z i n g a | y a | e l a n g a | m p e | n a | n s i m a | y a | m i d i | m p e | n a | b a p o k w a | e z a l a k a | n a | b a c o n c e r t | y a | o f e l e | o y o | b a b e t a k a | l o n g w a | n a | g a z e b o |	279360	FEMALE
1056	13425492532152428667.wav	Kasi, soki bosaleli yango kozanga eloko mosusu, liloba wana elimbolaka bilei oyo euti na katikati pe na este ya esanga monene ya Java.	kasi soki bosaleli yango kozanga eloko mosusu liloba wana elimbolaka bilei oyo euti na katikati pe na este ya esanga monene ya java	k a s i | s o k i | b o s a l e l i | y a n g o | k o z a n g a | e l o k o | m o s u s u | l i l o b a | w a n a | e l i m b o l a k a | b i l e i | o y o | e u t i | n a | k a t i k a t i | p e | n a | e s t e | y a | e s a n g a | m o n e n e | y a | j a v a |	343680	FEMALE
33	9671970075458306461.wav	Po mituka oyo ezalaki liboso ya Alonso ekendaki kozwa essence na motuka ya libateli, akendaki liboso pe alongaki.	po mituka oyo ezalaki liboso ya alonso ekendaki kozwa essence na motuka ya libateli akendaki liboso pe alongaki	p o | m i t u k a | o y o | e z a l a k i | l i b o s o | y a | a l o n s o | e k e n d a k i | k o z w a | e s s e n c e | n a | m o t u k a | y a | l i b a t e l i | a k e n d a k i | l i b o s o | p e | a l o n g a k i |	259200	FEMALE
804	12245988120277036294.wav	Bilimo ya mabe ekoki kozala na biloko ya mbindo oyo eza likama ata pe méthanol, oyo ekoki koboma miso to koboma yo ata soki ozwi yango moke mpenza.	bilimo ya mabe ekoki kozala na biloko ya mbindo oyo eza likama ata pe méthanol oyo ekoki koboma miso to koboma yo ata soki ozwi yango moke mpenza	b i l i m o | y a | m a b e | e k o k i | k o z a l a | n a | b i l o k o | y a | m b i n d o | o y o | e z a | l i k a m a | a t a | p e | m é t h a n o l | o y o | e k o k i | k o b o m a | m i s o | t o | k o b o m a | y o | a t a | s o k i | o z w i | y a n g o | m o k e | m p e n z a |	346560	FEMALE
161	16281709900327432546.wav	Stewart, Gordon, Kenseth na Harvick bazwi bisika zomi ya liboso na championnat ya bakumbi mituka pe etikali kaka kopota mbangu mbala minei.	stewart gordon kenseth na harvick bazwi bisika zomi ya liboso na championnat ya bakumbi mituka pe etikali kaka kopota mbangu mbala minei	s t e w a r t | g o r d o n | k e n s e t h | n a | h a r v i c k | b a z w i | b i s i k a | z o m i | y a | l i b o s o | n a | c h a m p i o n n a t | y a | b a k u m b i | m i t u k a | p e | e t i k a l i | k a k a | k o p o t a | m b a n g u | m b a l a | m i n e i |	191040	FEMALE
164	17982127826698741893.wav	Masuwa ya bitumba ebengami Avenger oyo elongolaka babombe, ezalaki kokende na Puerto Princesa na Palawan.	masuwa ya bitumba ebengami avenger oyo elongolaka babombe ezalaki kokende na puerto princesa na palawan	m a s u w a | y a | b i t u m b a | e b e n g a m i | a v e n g e r | o y o | e l o n g o l a k a | b a b o m b e | e z a l a k i | k o k e n d e | n a | p u e r t o | p r i n c e s a | n a | p a l a w a n |	324480	FEMALE
1480	8506437135734710138.wav	Etuluku oyo ezoyekola makambo ya Irak ekopesa rapore na bango lelo na 12h00 GMT.	etuluku oyo ezoyekola makambo ya irak ekopesa rapore na bango lelo na 12h00 gmt	e t u l u k u | o y o | e z o y e k o l a | m a k a m b o | y a | i r a k | e k o p e s a | r a p o r e | n a | b a n g o | l e l o | n a | 1 2 h 0 0 | g m t |	196800	MALE
538	16838917659405424530.wav	Soki mokano oyo moto moko azokende kotala esika moko eza ya koyeba lisolo mpe bokoko na yango wana babengaka yango kokende kotala esika mpona koyeba bokoko.	soki mokano oyo moto moko azokende kotala esika moko eza ya koyeba lisolo mpe bokoko na yango wana babengaka yango kokende kotala esika mpona koyeba bokoko	s o k i | m o k a n o | o y o | m o t o | m o k o | a z o k e n d e | k o t a l a | e s i k a | m o k o | e z a | y a | k o y e b a | l i s o l o | m p e | b o k o k o | n a | y a n g o | w a n a | b a b e n g a k a | y a n g o | k o k e n d e | k o t a l a | e s i k a | m p o n a | k o y e b a | b o k o k o |	410880	FEMALE
855	9968308914642393125.wav	MetroPlus ezalaka kitoko mingi mpe na bato mingi te kasi ezalaka talo mwa mingi, atako talo na yango eza na se ya batike ya metro mingi ya Eropa.	metroplus ezalaka kitoko mingi mpe na bato mingi te kasi ezalaka talo mwa mingi atako talo na yango eza na se ya batike ya metro mingi ya eropa	m e t r o p l u s | e z a l a k a | k i t o k o | m i n g i | m p e | n a | b a t o | m i n g i | t e | k a s i | e z a l a k a | t a l o | m w a | m i n g i | a t a k o | t a l o | n a | y a n g o | e z a | n a | s e | y a | b a t i k e | y a | m e t r o | m i n g i | y a | e r o p a |	249600	FEMALE
495	11571393538174285888.wav	Ndenge bokonzi ya Roma ezalaki kotia likebi mingi na mosala ya kisoda esalisaki na kokolisa makambo ya kimonganga.	ndenge bokonzi ya roma ezalaki kotia likebi mingi na mosala ya kisoda esalisaki na kokolisa makambo ya kimonganga	n d e n g e | b o k o n z i | y a | r o m a | e z a l a k i | k o t i a | l i k e b i | m i n g i | n a | m o s a l a | y a | k i s o d a | e s a l i s a k i | n a | k o k o l i s a | m a k a m b o | y a | k i m o n g a n g a |	219840	FEMALE
1425	3039660368323896199.wav	Bakonzi ya engumba Amsterdam pe ya musée Anne Frank balobi ete nzete wana eza na mayebo pe eza likama mpona bato mpo balobi ete kala mingi te yango eza na likama ya kokwea.	bakonzi ya engumba amsterdam pe ya musée anne frank balobi ete nzete wana eza na mayebo pe eza likama mpona bato mpo balobi ete kala mingi te yango eza na likama ya kokwea	b a k o n z i | y a | e n g u m b a | a m s t e r d a m | p e | y a | m u s é e | a n n e | f r a n k | b a l o b i | e t e | n z e t e | w a n a | e z a | n a | m a y e b o | p e | e z a | l i k a m a | m p o n a | b a t o | m p o | b a l o b i | e t e | k a l a | m i n g i | t e | y a n g o | e z a | n a | l i k a m a | y a | k o k w e a |	336000	MALE
868	17432233792755886755.wav	Malako ya sika na makambo ya mibembo elekeli basali-mibembo mingi ya malamu mpe babongi, na bisika oyo makoki eza te ya kosala mbongwana nokinoki.	malako ya sika na makambo ya mibembo elekeli basali-mibembo mingi ya malamu mpe babongi na bisika oyo makoki eza te ya kosala mbongwana nokinoki	m a l a k o | y a | s i k a | n a | m a k a m b o | y a | m i b e m b o | e l e k e l i | b a s a l i - m i b e m b o | m i n g i | y a | m a l a m u | m p e | b a b o n g i | n a | b i s i k a | o y o | m a k o k i | e z a | t e | y a | k o s a l a | m b o n g w a n a | n o k i n o k i |	344640	FEMALE
752	4487334158742070863.wav	Kotia tenta na lopango na yo moko to na mboka moko na monene nyonso ekoki kobenda likebi kozanga ntina.	kotia tenta na lopango na yo moko to na mboka moko na monene nyonso ekoki kobenda likebi kozanga ntina	k o t i a | t e n t a | n a | l o p a n g o | n a | y o | m o k o | t o | n a | m b o k a | m o k o | n a | m o n e n e | n y o n s o | e k o k i | k o b e n d a | l i k e b i | k o z a n g a | n t i n a |	285120	MALE
984	18419335803519315342.wav	Gripe ya bandeke, to oyo eyebani na nkombo ya gripe aviaire, ekoki kozwa bandeke na banyama.	gripe ya bandeke to oyo eyebani na nkombo ya gripe aviaire ekoki kozwa bandeke na banyama	g r i p e | y a | b a n d e k e | t o | o y o | e y e b a n i | n a | n k o m b o | y a | g r i p e | a v i a i r e | e k o k i | k o z w a | b a n d e k e | n a | b a n y a m a |	191040	MALE
457	12347890808439699787.wav	Oyo esalisa ba zoom ya camera na kozwa bafoto ya kitoko oyo ekokani na bafoto oyo bazwaka na ba zoom oyo eninganaka te.	oyo esalisa ba zoom ya camera na kozwa bafoto ya kitoko oyo ekokani na bafoto oyo bazwaka na ba zoom oyo eninganaka te	o y o | e s a l i s a | b a | z o o m | y a | c a m e r a | n a | k o z w a | b a f o t o | y a | k i t o k o | o y o | e k o k a n i | n a | b a f o t o | o y o | b a z w a k a | n a | b a | z o o m | o y o | e n i n g a n a k a | t e |	321600	FEMALE
177	18241416257108645047.wav	Na 2009, azwaki titre ya mokonzi ya kapita ya mobu wana na mboka na ye.	na 2009 azwaki titre ya mokonzi ya kapita ya mobu wana na mboka na ye	n a | 2 0 0 9 | a z w a k i | t i t r e | y a | m o k o n z i | y a | k a p i t a | y a | m o b u | w a n a | n a | m b o k a | n a | y e |	175680	FEMALE
1125	16746652133915408782.wav	Lokolo bisika wana ezalaki na bato mingi te, mpe bisika ezali na bato mingi te ezalaka na makambo mingi te, okoki mpe kosepela komona minzoto.	lokolo bisika wana ezalaki na bato mingi te mpe bisika ezali na bato mingi te ezalaka na makambo mingi te okoki mpe kosepela komona minzoto	l o k o l o | b i s i k a | w a n a | e z a l a k i | n a | b a t o | m i n g i | t e | m p e | b i s i k a | e z a l i | n a | b a t o | m i n g i | t e | e z a l a k a | n a | m a k a m b o | m i n g i | t e | o k o k i | m p e | k o s e p e l a | k o m o n a | m i n z o t o |	253440	FEMALE
311	6651257272907859.wav	Bakonzi balobaki ete, babongisaki dati mosusu mpona kosala aniversere.	bakonzi balobaki ete babongisaki dati mosusu mpona kosala aniversere	b a k o n z i | b a l o b a k i | e t e | b a b o n g i s a k i | d a t i | m o s u s u | m p o n a | k o s a l a | a n i v e r s e r e |	144000	MALE
143	7867014833193209748.wav	NBA ezwaki ekateli nsima wana mosani ya Utah Jazz bakangaki ye na maladi ya COVID-19.	nba ezwaki ekateli nsima wana mosani ya utah jazz bakangaki ye na maladi ya covid-19	n b a | e z w a k i | e k a t e l i | n s i m a | w a n a | m o s a n i | y a | u t a h | j a z z | b a k a n g a k i | y e | n a | m a l a d i | y a | c o v i d - 1 9 |	249600	FEMALE
147	287512871998844743.wav	Ndenge bazwaki ebongiseli wana, bonsomi wana esukaki.	ndenge bazwaki ebongiseli wana bonsomi wana esukaki	n d e n g e | b a z w a k i | e b o n g i s e l i | w a n a | b o n s o m i | w a n a | e s u k a k i |	116160	FEMALE
195	10480098133338956748.wav	Moto ya Bresil azokaki makasi na motu nsima ya kosala aksida na lisano ebengami Grand Prix ya Hongrie ya 2009.	moto ya bresil azokaki makasi na motu nsima ya kosala aksida na lisano ebengami grand prix ya hongrie ya 2009	m o t o | y a | b r e s i l | a z o k a k i | m a k a s i | n a | m o t u | n s i m a | y a | k o s a l a | a k s i d a | n a | l i s a n o | e b e n g a m i | g r a n d | p r i x | y a | h o n g r i e | y a | 2 0 0 9 |	194880	FEMALE
1101	17988548301556971769.wav	Mbula nyonso, bapaya mingi bazokaki mpo bazalaka te mosika na banyama wana. Banyama wana baza minene, mabe, mpe ekoki kozala likama, yango wana tikela bango esika na bango.	mbula nyonso bapaya mingi bazokaki mpo bazalaka te mosika na banyama wana. banyama wana baza minene mabe mpe ekoki kozala likama yango wana tikela bango esika na bango	m b u l a | n y o n s o | b a p a y a | m i n g i | b a z o k a k i | m p o | b a z a l a k a | t e | m o s i k a | n a | b a n y a m a | w a n a . | b a n y a m a | w a n a | b a z a | m i n e n e | m a b e | m p e | e k o k i | k o z a l a | l i k a m a | y a n g o | w a n a | t i k e l a | b a n g o | e s i k a | n a | b a n g o |	334080	FEMALE
1285	15356303584463243527.wav	Kasi, bato oyo bayebi Espagnole malamu te bakoki koloba noki ete lokota ya Portugeux ekokani na yango, yango wana ntina ya koyekola yango, yango moko eza te.	kasi bato oyo bayebi espagnole malamu te bakoki koloba noki ete lokota ya portugeux ekokani na yango yango wana ntina ya koyekola yango yango moko eza te	k a s i | b a t o | o y o | b a y e b i | e s p a g n o l e | m a l a m u | t e | b a k o k i | k o l o b a | n o k i | e t e | l o k o t a | y a | p o r t u g e u x | e k o k a n i | n a | y a n g o | y a n g o | w a n a | n t i n a | y a | k o y e k o l a | y a n g o | y a n g o | m o k o | e z a | t e |	301440	MALE
53	14110632982805920610.wav	Moyokanisi atiaka amande, soki bandimi yango, andimisaka bifundeli oyo moto akangaki moto yango alobaka. Bakokitsaka amande na ordinatere ya Etuka esika bakolandela likambo yango.	moyokanisi atiaka amande soki bandimi yango andimisaka bifundeli oyo moto akangaki moto yango alobaka. bakokitsaka amande na ordinatere ya etuka esika bakolandela likambo yango	m o y o k a n i s i | a t i a k a | a m a n d e | s o k i | b a n d i m i | y a n g o | a n d i m i s a k a | b i f u n d e l i | o y o | m o t o | a k a n g a k i | m o t o | y a n g o | a l o b a k a . | b a k o k i t s a k a | a m a n d e | n a | o r d i n a t e r e | y a | e t u k a | e s i k a | b a k o l a n d e l a | l i k a m b o | y a n g o |	398400	FEMALE
701	14427976965527691995.wav	Babimisaki masengami wana mpona bato ya mikili wana mibale batombola ndenge ebongi kozaga mobulu.	babimisaki masengami wana mpona bato ya mikili wana mibale batombola ndenge ebongi kozaga mobulu	b a b i m i s a k i | m a s e n g a m i | w a n a | m p o n a | b a t o | y a | m i k i l i | w a n a | m i b a l e | b a t o m b o l a | n d e n g e | e b o n g i | k o z a g a | m o b u l u |	271680	MALE
